57595	81399	67958
58758	33549	83815
36180	54591	36223
52216	42494	68079
95001	08762	82216
97440	46940	27455
36798	67779	09210
13484	65858	33229
88617	70238	30925
26976	48776	66476
45074	85970	14965
19061	48069	22151
45485	22962	84333
14296	54153	41606
31073	02086	60553
31641	36168	85154
87062	29704	28023
75759	77252	82494
98661	76246	21979
26095	90778	41406
73133	76058	76554
18235	37145	52209
08257	17408	56074
18857	55880	15723
88508	66256	42253
40557	02583	57093
79768	72886	86164
15144	19639	59162
97553	56978	55877
29851	13994	36895
93768	19780	54413
53396	03134	23207
36556	10197	86657
20971	25056	49274
52519	97475	64344
43032	26157	13009
07114	53951	59737
92036	22170	86702
25184	89654	33850
20336	90699	60775
52088	15780	14915
92452	92687	92470
81263	36110	46655
73589	42265	29548
10021	95560	55998
90967	32667	30595
35706	32971	40588
39609	37826	69548
63781	40345	96499
39589	71884	92502
00726	42056	22821
44015	98294	12682
92318	91418	00115
84926	76317	41963
86677	47673	21486
44933	21319	20230
32663	02637	53771
45658	62720	74081
22241	81818	29897
61382	70424	47832
31427	62681	98588
62641	83009	05904
11453	36796	82366
25427	60632	74938
02180	10649	75294
82802	88239	31770
63677	50290	37636
46195	99084	76216
78642	07910	99006
79577	05335	68699
46023	91729	45705
00037	63012	65990
42734	26525	73633
30194	57484	90477
37790	29374	65001
54698	63047	29724
77758	51801	55976
79980	52568	55717
16751	31386	42729
26953	30280	39385
56784	35346	03124
19745	39382	93985
25024	37434	91368
86838	32660	92897
26201	04787	22367
51082	24520	42067
86703	40986	39897
62136	29430	86230
04337	16771	87742
09596	23397	57419
61551	50508	23431
12354	90100	48510
99166	53630	03645
07135	08982	68410
69544	08720	93532
53970	09731	51724
11187	99376	27349
75020	97784	91462
27061	47815	29626
70007	93784	36055
34602	81465	33623
61855	55047	75971
28453	47229	70272
08760	01030	25473
87244	96844	84131
95351	92295	17816
19549	71229	55384
65543	40562	14125
16764	97786	02807
45789	68477	51435
58936	92826	16005
88280	09290	91121
14418	77842	95699
79478	58927	65618
72664	39925	36046
69394	95985	48586
16316	32254	27043
99596	09923	10391
45050	83654	62100
21397	70753	06249
07747	02286	09951
34209	96939	19024
90253	43630	98451
06215	39366	89390
62505	83428	46449
58016	47059	60184
01845	61481	27649
46310	13000	52942
95851	35473	85580
72231	19319	57338
82967	43479	80847
68545	55547	22880
57822	87219	12743
08714	26681	64350
05109	23952	59029
03294	29546	59415
87817	49230	10863
27688	21589	44933
91445	96353	40829
43770	24570	29981
32625	95527	03000
26781	59338	89805
53680	60482	33554
48388	99316	36059
26547	95133	01593
05689	87693	19386
55711	30602	81242
40326	82893	91397
28849	61076	98845
20002	95761	50104
66926	74767	62912
36034	07007	24836
37361	51146	38643
00373	27516	80722
72014	51718	55059
45812	92554	33287
33558	75729	73573
18983	35438	17747
50775	44200	47065
78257	02802	00463
54787	75747	74235
15756	48822	89376
20420	37164	73735
64991	03244	33188
12068	08024	57435
32064	41280	84949
21046	07275	49228
95606	64417	67488
23168	51814	77239
14337	81616	58769
14214	85596	05530
40780	99865	87420
18123	70440	02275
06291	41532	33151
36098	11773	69517
46168	74984	77223
76043	50922	57970
69972	69786	16401
18278	60488	90232
74729	61370	57832
62533	93025	98406
60322	77624	38559
07305	98150	51944
12230	62090	99452
09791	84602	17608
56682	64106	71664
47675	86675	14825
12370	94441	98771
62606	64294	32454
54898	32997	08119
59940	46807	00789
23317	22878	43349
23056	84687	70900
02856	89341	51317
39617	69650	81648
45306	30128	59646
96953	34929	92113
91379	29367	55003
39318	59157	30908
75099	20823	28221
68102	53439	79490
13932	16128	78363
87536	10313	43004
11329	69819	30128
36076	91180	14768
10420	14386	68998
47277	55915	99835
13214	43625	65942
52892	87447	41456
36487	10070	20791
09438	71064	10769
73420	11897	75195
09045	83072	16568
33049	42528	12631
