00005	09899	56191
00005	27110	63994
00010	69690	87501
00013	28124	63854
00016	53644	53294
00019	70705	95601
00020	69719	75752
00032	11087	07406
00036	53502	00694
00037	63012	65990
00038	95064	64848
00039	90862	57907
00040	01899	49151
00043	42129	09504
00045	27998	78984
00045	35132	24256
00045	80951	77778
00046	11559	66027
00048	17228	57113
00050	98211	50848
00054	49736	77161
00062	17314	89882
00064	48908	05497
00064	57826	08860
00064	63602	75299
00068	40330	76569
00074	83735	56882
00074	96823	27577
00082	67125	55585
00082	86586	65189
00084	37952	70447
00085	54816	02938
00087	70838	17296
00090	08260	89009
00093	99718	24985
00104	58846	16260
00112	76472	87564
00113	89389	94801
00120	70628	52719
00121	28919	03653
00122	33585	94688
00122	55748	23750
00125	28835	76812
00126	54822	55823
00135	20949	86538
00137	58816	82893
00137	65835	74425
00137	84174	87955
00140	24724	68327
00141	67077	85024
00145	37616	60635
00148	34945	16389
00151	75922	35406
00155	08952	46454
00160	98390	02333
00166	36736	43773
00167	40581	27707
00171	17888	54388
00173	75778	19628
00178	46616	38113
00180	90985	68012
00201	11404	08321
00202	00605	92245
00205	33954	57064
00205	74706	15905
00207	42606	68921
00215	71327	56801
00216	81981	47351
00229	50820	14105
00229	73883	58254
00244	12046	26929
00244	52177	06395
00246	39563	31784
00250	90889	52536
00251	87756	09566
00255	36686	66883
00257	23669	54098
00258	76053	06914
00270	73796	43827
00272	06096	48485
00272	85262	35798
00274	56714	08337
00275	09424	93448
00289	58796	05894
00291	12163	85771
00295	43935	13020
00296	57418	94710
00297	89624	32796
00298	65108	26892
00301	45138	97934
00305	02057	60832
00305	11559	25697
00311	05499	79764
00314	08078	61690
00318	10194	56395
00326	60355	92788
00326	96355	31683
00332	59014	20089
00339	82583	86892
00342	30730	02987
00350	28359	86388
00350	91265	78887
00355	85342	63928
00359	18449	17445
00359	54430	56740
00363	18694	91670
00373	27516	80722
00375	81114	85545
00377	34602	45798
00378	22351	71252
00381	93805	83357
00387	18464	57551
00389	94055	59464
00390	81489	79723
00394	98034	42698
00395	43017	16714
00396	45657	46441
00398	00866	32824
00398	57480	28584
00399	83300	62880
00403	12416	74652
00403	86129	67224
00404	51160	28878
00410	76518	74043
00411	88135	97892
00411	88329	93713
00423	10101	48517
00424	53824	33035
00426	33910	60419
00426	81927	36030
00426	88319	05668
00429	50531	25860
00435	39416	85037
00436	67420	93010
00440	73051	81079
00458	97356	35925
00464	20045	51660
00466	84943	22467
00469	59152	45740
00472	11519	80576
00481	58922	01111
00484	63347	35037
00485	08272	23936
00487	03338	08380
00489	37428	52461
00489	41869	87927
00489	66179	49057
00490	98687	70686
00496	51976	85861
00507	35327	20587
00509	48675	83865
00510	76396	57825
00513	46087	56418
00513	80828	28598
00522	91941	95885
00526	36733	19110
00535	12053	92039
00538	45465	26061
00540	91101	56329
00542	91979	13461
00560	82020	59870
00563	07513	21232
00564	94871	25999
00568	09418	03232
00570	68440	59405
00575	81739	84912
00576	00881	45218
00576	29758	54157
00576	34243	95017
00589	62435	82761
00591	69583	83727
00592	04128	09970
00594	16258	10221
00594	37245	99131
00596	08460	94781
00596	88791	08590
00598	12632	12668
00598	71351	84594
00601	84838	83562
00603	92931	56421
00608	75827	20005
00609	71101	89375
00617	26566	20117
00618	95773	05789
00619	04597	31286
00620	27799	86052
00626	96680	48770
00631	30620	79121
00631	48834	17519
00635	84946	02300
00646	07695	43255
00656	00920	77989
00662	50038	53120
00662	72746	22323
00668	46171	88324
00685	22176	44780
00685	84340	08621
00689	92869	87235
00690	29582	05904
00691	41098	16086
00695	38744	06222
00701	88579	07484
00702	87331	95529
00704	36991	97290
00712	45446	33235
00715	75010	53210
00721	69279	71608
00725	29085	77539
00726	42056	22821
00731	26685	72577
00732	19121	84149
00737	57264	36288
00739	60301	96554
00739	84092	04935
00744	81822	48231
00748	78527	82269
00754	51970	30570
00756	57370	84053
00758	87213	18097
00766	70994	27338
00767	56092	47247
00777	00590	73967
00778	37478	89863
00779	81687	67040
00782	18780	53900
00789	92877	35432
00794	42224	49399
00797	17371	32649
00799	00161	33887
00806	76304	14045
00809	98196	06715
00817	10515	28288
00820	44307	75903
00824	66711	10136
00832	96409	95944
00835	67838	87164
00837	44312	39958
00845	43450	81069
00846	89131	94154
00849	70456	93706
00849	76922	37678
00850	17268	89104
00851	18867	79946
00863	10419	65701
00875	60250	44151
00884	04189	80892
00888	30045	15590
00890	93831	66345
00891	05231	47497
00891	71300	10902
00894	24555	50624
00895	23694	68292
00898	84086	82976
00899	51773	41283
00901	27307	32986
00902	33154	38755
00903	62849	57589
00904	40222	10273
00913	54705	23941
00918	13904	51009
00929	09929	31128
00929	23673	89050
00929	70617	28585
00937	86050	06812
00940	73047	59813
00950	00759	28520
00951	28169	76736
00954	10344	00472
00955	77991	67003
00956	89128	36640
00962	21473	37559
00964	80358	08886
00968	00542	11750
00968	59531	03419
00969	33774	06400
00984	18858	94069
00990	14141	87052
00990	29963	13045
00992	12357	65374
01007	61721	27986
01009	63583	12780
01010	02801	86680
01014	71737	31681
01021	33402	19215
01023	60675	86596
01025	72359	37835
01031	98838	48266
01032	59428	36115
01039	29227	04302
01045	64365	23729
01046	05382	60913
01048	85739	79780
01052	59189	34551
01060	43817	66352
01068	97179	01072
01071	88887	85578
01072	31842	70737
01072	53287	38467
01076	76944	12222
01079	49281	21521
01083	90942	06861
01088	07752	38071
01094	57723	98347
01097	26121	60412
01098	50686	70312
01101	09162	02977
01114	48162	46378
01118	97661	14306
01122	80641	61774
01122	93170	12412
01124	62846	53777
01127	44132	44227
01128	20023	55254
01129	51986	41990
01131	07173	77788
01135	54441	24324
01136	45853	06723
01139	10367	75081
01139	40556	89739
01143	54095	86849
01146	36780	78538
01146	42523	09783
01147	95286	56700
01149	73815	40392
01150	94398	79853
01151	42502	05198
01152	36203	10748
01154	65198	49657
01157	02889	06388
01157	23595	03772
01163	32794	62111
01164	44787	13191
01166	73422	33906
01177	52586	88022
01180	68106	61392
01180	80799	75741
01186	96804	69150
01187	64934	17563
01188	62410	37102
01192	34414	82760
01192	36027	26056
01206	06241	41121
01206	50572	13437
01208	72574	78693
01214	64906	93355
01214	85105	71461
01217	46756	37698
01222	49061	49498
01224	39885	08061
01225	78155	55545
01226	35004	58027
01235	94667	58663
01237	43598	46043
01243	94275	16611
01257	88562	87080
01258	03083	50936
01260	07046	42441
01263	57012	94690
01267	54099	13889
01270	12212	83282
01279	19609	84815
01280	52770	01149
01281	22102	43683
01283	84077	26844
01286	07955	90641
01287	22050	54629
01289	48769	74712
01292	68796	05408
01295	30920	59420
01296	55104	30707
01296	60134	16238
01298	98259	52513
01300	22098	15417
01303	82561	09591
01309	94504	03128
01314	63806	92315
01316	96297	88973
01317	34755	14843
01324	21085	75611
01326	01237	73505
01330	00473	73367
01331	96819	87146
01333	26778	12363
01333	68320	06547
01336	80475	28771
01338	32683	78629
01344	28008	25405
01351	00377	42186
01355	22337	51262
01359	08083	72527
01362	46583	22817
01370	36643	54367
01372	15155	37485
01374	85488	02499
01386	99464	73176
01392	34451	52271
01395	15522	59025
01395	69290	87132
01397	50645	00051
01397	90502	35344
01398	32683	08945
01400	94918	90582
01407	57523	56451
01407	75464	76657
01407	96067	23270
01421	67576	35755
01422	24410	48814
01425	56544	75229
01426	69511	23071
01444	05515	10348
01446	05803	06934
01447	94048	83472
01448	42416	23010
01458	52788	16730
01460	52254	28764
01464	82593	28271
01466	42144	39059
01467	03317	36047
01471	04646	60718
01483	40593	09377
01486	51094	04786
01487	19345	74482
01488	83320	18319
01489	40068	13837
01495	07144	68208
01498	54921	28465
01503	13543	46565
01505	12315	15799
01505	68953	55940
01511	06745	12377
01511	55137	39896
01513	96178	04145
01514	07339	12546
01515	69248	80158
01519	32369	93498
01527	13459	38671
01531	98102	57301
01534	68622	34953
01535	27073	29969
01537	86824	07885
01539	24140	54620
01540	32726	54463
01545	28564	53631
01547	69180	38669
01549	47948	01859
01558	09899	82593
01560	77067	80871
01562	04510	54098
01562	87534	22145
01569	45783	12031
01573	99742	62152
01579	11309	20168
01579	81880	21605
01582	88619	64726
01584	34743	36948
01590	45954	66443
01590	98526	87855
01600	29810	19877
01605	82023	34959
01612	79877	11955
01613	11067	60457
01621	68213	16316
01622	24278	39528
01626	27674	77340
01626	87746	79012
01627	21345	01089
01628	70015	66619
01629	90380	74057
01632	39747	03723
01632	64662	30509
01636	52790	55594
01642	21827	88323
01643	90712	55163
01644	58026	04639
01647	39443	84379
01661	50951	12589
01665	00687	04429
01665	80376	95709
01669	19192	04504
01670	91231	28675
01678	60730	58594
01678	77212	52212
01680	12342	13517
01685	47101	32372
01686	40344	55786
01688	37252	12444
01690	81639	61016
01693	65064	04589
01698	63047	16551
01713	67350	54046
01715	33714	19322
01716	08983	61645
01716	29345	06074
01717	88564	75572
01719	89297	00654
01724	91954	75912
01728	14227	37503
01732	09244	80351
01732	59749	12405
01735	54174	27889
01738	86206	26633
01738	94944	23141
01741	20389	96065
01749	58608	85673
01757	86522	29029
01760	69316	27445
01763	57747	93604
01763	82529	86990
01764	16186	21402
01767	36751	16358
01778	48393	61545
01780	12073	90465
01786	51077	80852
01788	11843	77195
01790	05946	86948
01791	01141	51778
01792	33695	53084
01793	30631	40236
01797	44574	33685
01799	52613	96267
01805	54692	82861
01815	78182	63873
01820	38457	59252
01825	51450	64346
01832	73925	46166
01835	85098	41461
01840	47530	77102
01845	61481	27649
01859	44054	82310
01859	54975	60438
01866	66117	40946
01869	27375	11277
01870	32860	23976
01872	97148	02856
01875	38078	01906
01878	14100	85510
01878	77355	13146
01879	21576	82409
01879	53977	38479
01880	97867	55430
01881	52456	21812
01882	14215	30601
01883	32575	18522
01884	08120	25014
01884	68556	32001
01884	98705	74033
01888	71481	45177
01889	64705	07049
01890	26184	90066
01899	83453	70669
01902	52037	83745
01906	03297	02368
01906	06537	28989
01908	71943	25522
01913	58677	70193
01917	31302	08421
