01119	60267	49494
01682	40668	39140
07653	96955	18424
13172	38627	13455
15958	53424	37408
23370	99996	45082
29740	39890	82293
30872	18950	26508
32242	74284	15015
34276	99779	13794
35744	86005	93193
37154	46925	60194
37943	33347	94613
39185	79237	86184
49660	93903	99110
50433	45042	09892
52223	51351	21625
62122	60904	44279
64915	48220	11600
66935	35238	37500
71431	03815	72004
74804	47437	22547
74864	78386	59362
78339	27446	85863
81117	29727	67854
84097	69394	20703
84899	63639	46333
86431	56783	80658
95780	15087	45887
98680	59876	43207
